brain_volume,gray_matter_volume,white_matter_volume,csf_volume,mean_intensity,std_intensity,max_intensity,contrast,homogeneity,energy,area,entropy,skewness,kurtosis,total_neurons,neuron_density,occipital_lobe,hippocampus,temporal_lobe,thalamus,insular_lobe,frontal_lobe,lbp_4,lbp_9,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,name,label
8674,2687,3755,9942,66.421630859375,85.06229958345962,255,343.5984251968504,0.5101164176684873,0.43983353965764,5254,5.022825551541772,0.8462429653812424,-0.922632393292298,5167,0.31536865234375,48.9756,106.522,12.896428571428572,91.7076,134.78,40.175,0.1387329101477824,0.0588378906214088,8209.8838412084,473550.0,748379.0,65882069.0,0.53839111328125,655.5287050549988,185196172.0,test_image_1050.png,label_0
9407,3229,4143,9012,71.92755126953125,83.00880146593107,254,405.050688976378,0.447138323026809,0.3896441520693082,6040,5.43797837330284,0.643520654644008,-1.176586290543805,5801,0.35406494140625,56.1312,92.6924,26.425,100.0052,140.718,65.525,0.141540527335111,0.0652465820272676,9161.99269862557,374378.0,865746.0,82215582.0,0.595458984375,744.2430308465769,194786751.0,test_image_1053.png,label_0
8510,2336,4916,9132,78.19183349609375,92.34644403963397,253,220.92937992125985,0.5260411708381244,0.4532555267873455,6565,4.877525672415256,0.5530728415589897,-1.431028563705668,6448,0.3935546875,50.3568,106.9272,14.106428571428571,102.6444,188.7836,46.760714285714286,0.1166381835866309,0.0569458007777743,7930.57975840411,450754.0,727557.0,61325087.0,0.52264404296875,595.0793005377013,229956162.0,test_image_1067.png,label_0
9440,3230,4076,9078,72.17437744140625,83.42256523190359,247,390.90834153543307,0.4544426984675381,0.3904353910247479,6230,5.424247060306928,0.6334804829384232,-1.200998830405407,5999,0.36614990234375,51.884,90.9964,26.462857142857143,91.4588,153.8904,71.54785714285714,0.1438598632724695,0.0598754882775954,9055.059074570116,370830.0,819937.0,80238823.0,0.59112548828125,703.0908432765466,196551478.0,test_image_1069.png,label_0
9158,3556,3743,9085,68.96356201171875,79.97989373134298,255,294.73622047244095,0.4702584859314025,0.4088113305724103,6412,5.26678628344592,0.6249839373985202,-1.213855752219684,5871,0.35833740234375,51.3832,87.4372,22.645,102.2284,137.664,58.77357142857143,0.1311645507732443,0.061340332027506,8818.038941711195,388084.0,807186.0,76055674.0,0.5760498046875,685.3405587569977,180199559.0,test_image_107.png,label_0
9184,3182,3763,9439,68.70556640625,83.26702419114024,252,352.36872539370086,0.4713076853134378,0.4070957413175736,5574,5.318621533657913,0.7654328582617171,-0.994296879684557,5415,0.33050537109375,51.8452,95.8344,21.715,98.5592,134.4868,54.65285714285714,0.1455688476473652,0.06176757812123,8843.366905578414,389692.0,791053.0,76526035.0,0.57635498046875,688.9914058707645,186448830.0,test_image_1079.png,label_0
9252,3291,3345,9748,63.1611328125,77.4324730264388,251,344.9810531496063,0.4646139298826579,0.4026952898236253,5229,5.3341383252306205,0.8443237945063469,-0.8072879182476425,4946,0.3018798828125,39.6036,90.6024,17.870714285714286,89.4188,132.4492,53.985,0.1464843749910593,0.0607299804650433,8934.239984920168,382592.0,817656.0,78121456.0,0.5823974609375,699.0766638932627,161929717.0,test_image_1095.png,label_0
9241,2949,3866,9569,68.23583984375,82.79253028488952,255,382.9291338582679,0.4685013310316823,0.4029064212825646,5651,5.296815667996478,0.7430482762702689,-1.0721448001006852,5479,0.33441162109375,48.714,95.388,20.292857142857144,99.6924,130.2824,57.917142857142856,0.1397094726477228,0.0651245117147751,8868.71150597287,383506.0,839080.0,76977108.0,0.57861328125,702.9195422476387,185362091.0,test_image_1110.png,label_0
9321,3163,3758,9463,68.06231689453125,81.55878799565072,253,344.9132627952756,0.4626988905692353,0.3972113316383442,5639,5.376691307590076,0.7493028869212334,-1.0165806902336334,5410,0.3302001953125,53.334,89.138,25.63357142857143,104.1528,129.13,55.31285714285714,0.1450805663973949,0.0635986328086182,8953.840892239012,377518.0,826893.0,78341157.0,0.58551025390625,712.0432239060367,180728010.0,test_image_112.png,label_0
9068,3520,2448,10416,54.566162109375,69.84830639162561,246,345.8326771653543,0.4798258143156048,0.4136262129666966,4841,5.164165058451172,0.9868347710751428,-0.4544846338100665,4319,0.26361083984375,42.7188,76.0676,16.327142857142857,83.4648,99.2736,45.17642857142857,0.140197753897693,0.0627441406211704,8694.286573315552,389162.0,878654.0,73897474.0,0.569091796875,703.0883028131236,128088070.0,test_image_114.png,label_0
9344,3328,3854,9202,69.401611328125,81.12622761458796,253,382.76636318897647,0.4562784435721849,0.3968192067411564,5994,5.3848609048448255,0.677622780087108,-1.1260003589705423,5668,0.345947265625,51.6996,92.1288,24.423571428571428,99.4964,139.9996,60.10785714285714,0.1464843749910593,0.0599365234338417,9034.298444580045,377392.0,800039.0,80032557.0,0.58709716796875,690.6056690379138,183985768.0,test_image_1140.png,label_0
9323,3797,3740,8847,70.7939453125,80.67849725543633,250,328.45804625984255,0.4530036061013978,0.3957938860620223,6496,5.386094087016157,0.6127180112585909,-1.172795888755785,6068,0.370361328125,54.2196,93.9064,25.51071428571429,98.1144,140.2724,59.597142857142856,0.1441650390537008,0.0594482421838715,9137.002625414643,375494.0,869074.0,81902390.0,0.592529296875,741.2963141484831,186484184.0,test_image_1145.png,label_0
9383,3213,4107,9064,72.89520263671875,84.19778809998881,255,341.43540846456705,0.4583679908189667,0.3947069710041315,6298,5.393882207415865,0.6251341879376275,-1.2144592638507046,6059,0.36981201171875,64.206,84.7216,20.65142857142857,110.3484,146.2036,60.86642857142857,0.1395263671789839,0.0622558593712002,9033.552987464924,374454.0,822732.0,79951318.0,0.588623046875,698.4419971361268,200442722.0,test_image_1166.png,label_0
9074,3117,3869,9398,69.480224609375,85.13937891676426,255,390.607406496063,0.4777081005267856,0.4134413291079347,5436,5.248700280330808,0.7847344049310543,-0.9755615499545058,5359,0.32708740234375,52.5432,101.2116,18.088571428571427,101.0084,130.7024,59.580714285714286,0.1339721679605729,0.0639038085898496,8729.757803243714,393780.0,803198.0,74697596.0,0.5693359375,693.8866085583957,195099503.0,test_image_1171.png,label_0
8901,2806,3901,9677,68.6448974609375,86.5266855391438,254,370.44980314960645,0.4962237923578841,0.4273114735351723,5191,5.134180675484767,0.8310202192835986,-0.9346379244805272,5191,0.31683349609375,52.1368,100.6924,14.264285714285714,98.4376,135.3788,50.58928571428572,0.1309204101482592,0.0639038085898496,8438.511544770397,419382.0,733130.0,69759496.0,0.55078125,631.3526647461151,195560905.0,test_image_1173.png,label_0
9357,3749,3791,8844,71.44744873046875,81.47442965484828,255,335.28973917322844,0.4525915399160934,0.3942161251054749,6506,5.407572115371647,0.621586644803046,-1.151187255863393,6076,0.370849609375,54.4564,94.8756,26.482142857142858,98.528,142.8532,59.20357142857143,0.1401367187414467,0.0618896484337225,9119.9601527835,375876.0,844814.0,81591688.0,0.5919189453125,726.8348770032268,189960682.0,test_image_1197.png,label_0
8512,2504,3443,10437,60.90106201171875,80.6984595326481,252,324.82443405511805,0.5109148062101905,0.4533762108377438,4783,4.983551250966384,0.9671640537626718,-0.653778636872766,4669,0.28497314453125,38.988,94.3672,12.517142857142858,88.86,122.4032,42.56785714285714,0.1386718749915361,0.0533447265592441,8136.4219093993215,456348.0,647805.0,64880373.0,0.53057861328125,581.3239357557288,164865789.0,test_image_1201.png,label_0
9320,5976,724,9684,48.518310546875,55.56865590614965,241,177.64111712598424,0.4669115199746965,0.3969463148075525,6169,5.112992356870077,0.6479143713822418,-1.1140185946307402,3970,0.2423095703125,37.9472,61.9884,15.752142857142855,69.1484,99.8704,43.417142857142856,0.1389770507727675,0.0602416992150731,8931.673688407287,375942.0,964195.0,77923161.0,0.58477783203125,718.2302191118993,87859150.0,test_image_121.png,label_0
9252,5584,1483,9317,53.545166015625,60.56268874996207,193,192.581938976378,0.4734868365264261,0.4030733240978559,6525,5.1096732529469575,0.5707973430898542,-1.2794661129345648,4715,0.28778076171875,39.5156,68.9248,18.327142857142857,78.228,107.2204,48.917142857142856,0.1336669921793416,0.0607299804650433,8809.595788751394,382568.0,910936.0,75705442.0,0.578125,685.9797877328307,104822119.0,test_image_122.png,label_0
9246,3513,2547,10324,55.523193359375,70.50480611082007,248,351.37487696850394,0.4670998947378927,0.4011904544089141,4810,5.26946899119764,0.9878930186748148,-0.4410512487812603,4294,0.2620849609375,43.0788,78.2968,17.805714285714284,84.6444,98.8716,50.84785714285714,0.1339721679605729,0.0682373046833351,8860.50143374309,382940.0,894939.0,76708881.0,0.57928466796875,724.4859233934003,130461867.0,test_image_1222.png,label_0
9324,3628,3533,9223,66.85089111328125,77.90410832042208,247,342.88693405511816,0.4593458514151248,0.3985677259917197,6015,5.352836355320313,0.6751740564042686,-1.1137253646131575,5618,0.3428955078125,50.5892,88.148,19.43357142857143,84.5916,145.7824,57.82,0.1389770507727675,0.058227539058946,9014.144813984554,378592.0,810339.0,79613321.0,0.58673095703125,688.4688212663145,170374606.0,test_image_1225.png,label_0
9375,3659,2986,9739,60.64288330078125,73.49757495857972,252,354.22871555118115,0.4534651385058003,0.3929323666248386,5327,5.373738203574779,0.8421840599969002,-0.756537950577219,4856,0.29638671875,41.5936,80.6548,19.35428571428572,87.6312,116.9588,55.48357142857143,0.1509399413970373,0.0609130859337821,9128.31830462676,376980.0,873373.0,81737335.0,0.59234619140625,727.427310339329,147729530.0,test_image_1238.png,label_0
9263,3657,4049,8678,73.9735107421875,83.4853212179608,249,356.418061023622,0.4601839568636197,0.4020514698990609,6584,5.342997807881671,0.5746973571533516,-1.2525338394566188,6226,0.3800048828125,56.6212,87.3564,25.560714285714287,103.6512,158.6456,68.11357142857143,0.1245117187424004,0.0618286132774762,8976.976322742756,378888.0,798708.0,78971954.0,0.5838623046875,683.3467165395178,200146580.0,test_image_124.png,label_0
8505,4599,2052,9733,51.77716064453125,62.71773470423057,189,213.6401328740157,0.5292400615610847,0.4537449571177541,6045,4.705949488096419,0.6584820471155985,-1.2490997339672347,4688,0.2861328125,35.7676,73.4828,11.018571428571429,66.9044,115.4712,38.44857142857143,0.1417846679600961,0.0510253906218856,7929.9069051663555,458774.0,786986.0,61336750.0,0.5218505859375,588.7622408306859,104814466.0,test_image_1240.png,label_0
9326,3424,3704,9256,68.61962890625,81.1440706437848,251,383.1416092519686,0.4588318415167883,0.3980160029275291,5803,5.394920699080562,0.7222253016426908,-1.0343046529948663,5524,0.337158203125,47.8796,88.0716,21.994285714285716,105.7252,135.094,62.68357142857143,0.1450195312411487,0.0607299804650433,8993.415085065148,380062.0,786736.0,79255520.0,0.58544921875,690.2863746032131,182414481.0,test_image_1246.png,label_0
8959,3248,2814,10322,57.2281494140625,73.27436883732896,252,360.17544291338584,0.4861405787269365,0.4232907293783106,5000,5.150723397786139,0.9475120486363762,-0.5836528095165843,4597,0.28057861328125,44.356,81.226,13.42,84.9632,105.864,47.68928571428572,0.1409301757726483,0.0582885742151923,8561.772068416909,403198.0,767376.0,71824936.0,0.55908203125,645.8324763368912,140786818.0,test_image_1249.png,label_0
9344,4891,1782,9711,53.23931884765625,62.1116256622472,209,268.3510088582678,0.4586177046568153,0.3955293689603918,5805,5.221562508573071,0.7214561294799645,-0.9777313985349184,4514,0.2755126953125,38.5924,72.0476,18.661428571428573,72.952,106.406,49.487857142857145,0.1347045898355282,0.0650024414022825,8985.720020836037,377130.0,907198.0,78951480.0,0.5869140625,713.3568976578014,108478437.0,test_image_125.png,label_0
9294,4166,3245,8973,66.3099365234375,75.43679857984722,242,297.876722440945,0.4597761659511498,0.3981268487873024,6524,5.309655055377081,0.6078970916846914,-1.179594445427086,5833,0.35601806640625,50.948,85.4908,25.43642857142857,91.2324,137.3732,54.20285714285714,0.1365356445229165,0.0599365234338417,8968.937756683496,376972.0,869951.0,78676223.0,0.58612060546875,727.7970889670246,162460249.0,test_image_1251.png,label_0
9184,3326,3760,9298,68.66015625,82.02799388998984,255,356.8069635826772,0.4669413331870818,0.408145169298973,5649,5.33044420354425,0.7444198598008515,-1.007655725115707,5434,0.3316650390625,51.9452,91.8696,18.375714285714285,101.1328,135.8424,56.41785714285714,0.1417236328038498,0.0601806640588268,8831.86056815919,385898.0,746679.0,76342311.0,0.57623291015625,662.4585525198521,184409174.0,test_image_1264.png,label_0
9299,3172,3631,9581,66.556640625,80.53591380827159,255,349.6754429133859,0.4661367253515783,0.3990275814624835,5523,5.352644546207559,0.7718577428948307,-0.97642713450128,5314,0.3243408203125,51.74,86.5672,20.905,100.1208,127.4916,57.90071428571429,0.1480712890534624,0.0621337890587076,8914.135893099516,379840.0,821665.0,77739169.0,0.58197021484375,706.546774019141,175889285.0,test_image_1266.png,label_0
9368,3621,3566,9197,66.59869384765625,78.31467849594272,253,380.7985974409449,0.4525242523474501,0.3941798933934535,5729,5.4117205287065016,0.7259567344563068,-1.0060532933771156,5328,0.3251953125,50.9324,88.4912,22.335,95.0804,130.4208,62.96071428571429,0.1396484374914765,0.0610351562462747,9093.134966606209,376610.0,810223.0,81076691.0,0.59039306640625,704.9702446607029,170818335.0,test_image_1267.png,label_0
9363,3447,3962,8975,71.77264404296875,82.88168620035027,254,352.62610728346453,0.4569334088226612,0.3947121744949382,6115,5.398434925405212,0.6492342331045922,-1.1443305314192165,5832,0.35595703125,57.5216,90.036,26.14642857142857,88.4784,156.0104,63.75785714285714,0.1539916992093511,0.0596923828088566,9035.63007183767,374468.0,826725.0,79990409.0,0.58831787109375,714.9374154419895,193956325.0,test_image_127.png,label_0
9121,3032,3525,9827,64.341796875,79.57021237471456,251,357.68282480314963,0.4787087557153334,0.4105579250640583,5421,5.2368230299624265,0.8125120533086624,-0.9310989104636688,5121,0.31256103515625,50.2068,94.0236,18.502857142857145,91.1828,118.7332,53.98142857142857,0.1343383788980506,0.0652465820272676,8709.33539135264,391038.0,813137.0,74114763.0,0.56988525390625,692.3650992549256,168218325.0,test_image_1271.png,label_0
9358,3598,3958,8828,71.4437255859375,80.51346456195043,251,317.7344980314961,0.4536141644515911,0.3943305198141368,6577,5.357828981274184,0.5625055019329207,-1.282495673758647,6135,0.37445068359375,61.1368,81.2232,22.662142857142857,103.7964,147.8928,62.32142857142857,0.1438598632724695,0.060668945308797,9076.460690703638,371968.0,872011.0,80663989.0,0.59149169921875,726.5734227092457,187716010.0,test_image_131.png,label_0
9221,2982,3694,9708,66.1895751953125,80.55943357306151,254,356.4685039370078,0.4700437232083232,0.4022218815953732,5769,5.286298402763687,0.7510086666661385,-1.0365327371920494,5475,0.33416748046875,50.82,96.1524,20.45,101.8496,112.5228,56.62714285714286,0.1331787109293714,0.0666503906209319,8837.958953959607,383280.0,883953.0,76330927.0,0.57867431640625,741.972637540516,175611836.0,test_image_133.png,label_0
9388,3881,3450,9053,66.22760009765625,75.75579158354464,246,336.82468011811034,0.4532454549323172,0.3912539015593365,6311,5.343510846516191,0.6139734864335996,-1.2104792789696328,5673,0.34625244140625,57.1516,80.8928,26.615,95.0332,128.372,58.365,0.1431274413975141,0.0614624023399986,9120.45457838548,370736.0,900228.0,81517370.0,0.5931396484375,744.4152561585512,164274019.0,test_image_136.png,label_0
8634,2508,3552,10324,62.18890380859375,81.43459137421083,255,316.33452263779526,0.5131534977374348,0.4454496826118784,4992,5.009587619554956,0.9130460539158074,-0.7899545667267365,4858,0.2965087890625,43.892,98.0968,15.228571428571428,88.2048,117.8828,43.885,0.137756347647842,0.0542602539029382,8143.3358700400495,460196.0,668011.0,64936511.0,0.53228759765625,594.8204663535578,168275319.0,test_image_148.png,label_0
8666,3228,2954,10202,58.24639892578125,75.26889228279855,252,361.5376476377952,0.5051674984245074,0.4414986971895062,5106,5.0468491352710725,0.930059603559536,-0.6276837964312301,4725,0.28839111328125,44.1244,83.642,10.72,88.0108,112.2688,45.54285714285714,0.1303710937420427,0.0571899414027594,8188.170969181648,463944.0,680285.0,65622333.0,0.53558349609375,630.2551582181478,147440857.0,test_image_152.png,label_0
8880,3267,3836,9281,68.25006103515625,81.3788613429962,245,292.8850885826772,0.4918762733403689,0.4287737483384065,6080,5.117869591723441,0.6642684768371058,-1.1885187776790516,5703,0.34808349609375,48.5248,99.8712,17.324285714285715,93.1784,138.286,52.9,0.1367797851479016,0.0592041015588864,8466.564987842748,413768.0,719986.0,70270032.0,0.5521240234375,626.167146576128,181287120.0,test_image_156.png,label_0
8614,2774,4162,9448,70.92059326171875,87.81210579170632,250,304.8328001968504,0.5161837029586506,0.4455884939038276,5650,4.978418151062081,0.7293032314030621,-1.13911380603057,5567,0.33978271484375,47.7256,102.9196,11.469285714285714,96.4616,163.332,44.137142857142855,0.1323852538981698,0.0563354492153115,8111.463866453181,461466.0,708173.0,64435617.0,0.53070068359375,617.222914616865,202256998.0,test_image_157.png,label_0
9340,3576,3593,9215,67.863037109375,79.37488414087626,255,370.3783218503938,0.4559527658228844,0.3952613000589848,5935,5.387075147354794,0.6983931019602766,-1.060826593442648,5594,0.3414306640625,51.9856,89.0372,20.072857142857146,90.1056,145.1972,56.47071428571429,0.1450195312411487,0.0620117187462151,9056.107467132064,375080.0,844856.0,80303160.0,0.590087890625,726.1693320979996,175886208.0,test_image_162.png,label_0
9282,3362,3553,9469,66.41094970703125,79.57032135018612,255,352.1882381889764,0.4608693295996473,0.4004974236320673,5549,5.359315489166597,0.7648453310700278,-0.9603414144763578,5343,0.32611083984375,41.1912,79.0208,18.248571428571427,91.0888,153.1344,59.97571428571428,0.1459350585848428,0.0588378906214088,9008.384758870425,378786.0,817873.0,79510329.0,0.58575439453125,703.43937664491,173769660.0,test_image_171.png,label_0
9336,2981,3920,9483,68.999755859375,82.6934639757907,255,354.27436023622056,0.4589669592055069,0.3952286876589784,5624,5.382914644753138,0.744180223574314,-1.0363919586610326,5453,0.33282470703125,53.2028,90.5736,27.562142857142856,106.5488,131.784,54.18642857142857,0.144653320303671,0.0639038085898496,9058.250147288312,376820.0,854559.0,80399525.0,0.58941650390625,729.4435397709525,187449166.0,test_image_174.png,label_0
9129,3081,3864,9439,68.8778076171875,82.79238529697164,255,295.5424458661417,0.4769699622361564,0.410451533473285,5856,5.265021989406817,0.7169707202485278,-1.0938923359421655,5595,0.34149169921875,49.9356,101.2548,20.054285714285715,99.4816,129.4216,55.17214285714286,0.1486206054596789,0.0589599609339013,8737.250118235386,387848.0,799074.0,74677442.0,0.5714111328125,689.127183625619,186874893.0,test_image_18.png,label_0
9424,4207,2651,9526,58.986572265625,69.57097752257006,232,353.12598425196865,0.4489313072752096,0.3906715433358763,5588,5.35237458042806,0.7638782060206336,-0.9003823649914473,4844,0.295654296875,43.7636,76.0648,22.095,84.5704,118.9408,49.745714285714286,0.1351928710854985,0.0673828124958872,9143.625622970649,375440.0,868191.0,81961535.0,0.59405517578125,711.3866358871442,135070644.0,test_image_183.png,label_0
9277,3847,2944,9593,60.98046875,72.72929701242064,255,342.8999753937008,0.4582101748097756,0.4004293398310947,5653,5.32266767804089,0.7720648947460815,-0.9038592820688168,5049,0.30816650390625,47.57,79.8928,19.09,80.8984,127.3044,56.36357142857143,0.1500854492095895,0.058898925777655,8989.319348972247,378398.0,830085.0,79169059.0,0.58514404296875,700.3918020004227,145992972.0,test_image_207.png,label_0
8978,2934,3860,9590,68.063232421875,82.64833392327783,254,292.51279527559063,0.4892859158774804,0.42028532157797,5867,5.164355233834764,0.7147398772495995,-1.127850462814004,5634,0.3438720703125,49.89,103.9268,19.437142857142856,97.3624,127.278,51.30714285714286,0.1456298828036114,0.0556640624966025,8507.81247779765,400124.0,784055.0,70694159.0,0.55828857421875,675.5960751921923,184148820.0,test_image_213.png,label_0
9248,3590,3039,9755,60.036865234375,72.53544549300402,224,287.2723917322834,0.4708492233833621,0.4008136772815783,5668,5.23133121704009,0.7592744315733067,-1.0101165466137647,5031,0.30706787109375,42.1116,80.2788,20.50642857142857,87.1512,115.738,56.97428571428571,0.1427001953037902,0.0620117187462151,8878.988874631725,384718.0,896250.0,77093336.0,0.5799560546875,727.7632634734357,142583291.0,test_image_218.png,label_0
8569,2546,4060,9778,69.50299072265625,88.09397304446374,251,319.4846210629922,0.5132091612980371,0.4480635769919499,5535,4.998963570122133,0.7849173419305375,-1.053689430879099,5458,0.3331298828125,47.8856,100.9448,9.377142857142855,100.572,155.37,34.955714285714286,0.1323852538981698,0.0540161132779531,8100.366627310813,453776.0,686386.0,64152280.0,0.53125,624.6858679896624,201304495.0,test_image_228.png,label_0
8635,2397,4168,9819,70.4439697265625,89.22586188414115,251,324.15280511811017,0.5144353451084717,0.4427164446569882,5518,4.9784938455838335,0.7747788354263083,-1.0946809494472445,5492,0.335205078125,50.7696,101.3716,12.104285714285714,89.8756,162.6928,42.441428571428574,0.1369628906166404,0.0574951171839907,8125.234214603781,467704.0,756102.0,64475088.0,0.5333251953125,647.4609646170834,205508868.0,test_image_241.png,label_0
9194,3256,3482,9646,65.0384521484375,79.15899642360087,255,343.3487942913385,0.4700857738948756,0.4070297420632289,5491,5.300824987793579,0.7900457575325699,-0.9411488603977398,5208,0.31787109375,50.3804,84.7492,18.786428571428573,98.0516,123.9644,57.75714285714286,0.1516113281157463,0.0589599609339013,8849.052427128787,387368.0,788583.0,76681701.0,0.57708740234375,676.3610517536237,170138423.0,test_image_243.png,label_0
9309,3127,3838,9419,68.9417724609375,82.50683878013504,253,353.7001722440945,0.4576753648395658,0.3982123844080107,5612,5.393930392671436,0.7538723106003157,-0.997627526464448,5460,0.333251953125,47.738,90.344,17.585714285714285,106.0348,136.9268,62.795,0.1466064453035518,0.0610961914025209,9000.350796337674,378424.0,806175.0,79263169.0,0.58673095703125,703.8599076056553,186695335.0,test_image_245.png,label_0
8889,2821,4051,9512,70.69525146484375,85.61385056236799,255,309.8620816929135,0.4937003854134214,0.4269582487961914,6035,5.133381086493489,0.6936373344757865,-1.171361693588419,5830,0.3558349609375,51.6252,100.1956,17.65642857142857,103.4244,139.7868,49.925714285714285,0.1251220703048631,0.0608520507775358,8431.136423899652,406800.0,760433.0,69474081.0,0.55279541015625,653.6874511114609,197195246.0,test_image_246.png,label_0
9363,3433,3952,8999,70.35968017578125,81.3564257183133,252,339.6952509842519,0.456820853141341,0.3945643504335502,5999,5.383408742315907,0.6493719128098171,-1.171096811508413,5706,0.3482666015625,50.0168,90.3372,25.577857142857145,100.4256,144.3832,64.93214285714286,0.1481933593659549,0.0600585937463343,9060.926435352643,376610.0,824293.0,80483625.0,0.58917236328125,707.2893416401708,186699007.0,test_image_256.png,label_0
9138,3177,3239,9968,62.13275146484375,78.2935113376321,255,380.5616387795276,0.4788299475342001,0.4096158066636997,5203,5.259185879817666,0.8954561123353599,-0.7243845470341785,4849,0.29595947265625,49.8124,86.1616,16.521428571428572,95.4748,110.6784,51.47928571428572,0.1390380859290138,0.063110351558648,8714.947963959798,387904.0,819279.0,74225321.0,0.57110595703125,697.9984861451545,161360148.0,test_image_291.png,label_0
9154,2941,3751,9692,66.50299072265625,81.09470881442391,254,356.4977854330708,0.4734977509833415,0.4076905927422701,5776,5.256300327870332,0.7458801027159465,-1.054961955389241,5496,0.33544921875,50.1564,97.9468,19.78428571428572,100.5848,114.458,57.80142857142857,0.1357421874917149,0.0612182617150135,8791.112195388789,391402.0,845354.0,75656462.0,0.5738525390625,714.5585425516566,178157896.0,test_image_296.png,label_0
